600,407,100,12/10,5 :28
1   ,1         ,1   
2   ,1         ,1   
3   ,1         ,1   
4   ,1         ,1   
5   ,1         ,1   
6   ,1         ,5   
7   ,1         ,5   
8   ,1         ,5   
9   ,1         ,5   
10  ,1         ,5   
11  ,1         ,10  
12  ,1         ,10  
13  ,1         ,10  
14  ,1         ,10  
15  ,1         ,10  
16  ,1         ,10  
17  ,1         ,10  
18  ,1         ,10  
19  ,1         ,10  
20  ,1         ,10  
21  ,1         ,10  
22  ,1         ,10  
23  ,1         ,10  
24  ,1         ,10  
25  ,1         ,10  
26  ,1         ,10  
27  ,1         ,10  
28  ,1         ,10  
29  ,1         ,10  
30  ,1         ,10  
31  ,1         ,10  
32  ,1         ,10  
33  ,1         ,10  
34  ,1         ,10  
35  ,1         ,10  
36  ,1         ,10  
37  ,1         ,10  
38  ,1         ,10  
39  ,1         ,10  
40  ,1         ,10  
41  ,1         ,10  
42  ,1         ,10  
43  ,1         ,10  
44  ,1         ,10  
45  ,1         ,10  
46  ,1         ,10  
47  ,1         ,10  
48  ,1         ,10  
49  ,1         ,10  
50  ,1         ,10  
51  ,1         ,10  
52  ,1         ,10  
53  ,1         ,10  
54  ,1         ,10  
55  ,1         ,10  
56  ,1         ,10  
57  ,1         ,10  
58  ,1         ,10  
59  ,1         ,10  
60  ,1         ,10  
61  ,1         ,10  
62  ,1         ,10  
63  ,1         ,10  
64  ,1         ,10  
65  ,1         ,10  
66  ,1         ,10  
67  ,1         ,10  
68  ,1         ,10  
69  ,1         ,10  
70  ,1         ,10  
71  ,1         ,10  
72  ,1         ,10  
73  ,1         ,10  
74  ,1         ,10  
75  ,1         ,10  
76  ,1         ,10  
77  ,1         ,10  
78  ,1         ,10  
79  ,1         ,10  
80  ,1         ,10  
81  ,1         ,10  
82  ,1         ,10  
83  ,1         ,10  
84  ,1         ,10  
85  ,1         ,10  
86  ,1         ,10  
87  ,1         ,10  
88  ,1         ,10  
89  ,1         ,10  
90  ,1         ,10  
91  ,1         ,10  
92  ,1         ,10  
93  ,1         ,10  
94  ,1         ,10  
95  ,1         ,10  
96  ,1         ,10  
97  ,1         ,10  
98  ,1         ,10  
99  ,1         ,10  
100 ,1         ,10  
101 ,1         ,50  
102 ,1         ,50  
103 ,1         ,50  
104 ,1         ,50  
105 ,1         ,50  
106 ,1         ,50  
107 ,1         ,50  
108 ,1         ,50  
109 ,1         ,50  
110 ,1         ,50  
111 ,1         ,50  
112 ,1         ,50  
113 ,1         ,50  
114 ,1         ,50  
115 ,1         ,50  
116 ,1         ,50  
117 ,1         ,50  
118 ,1         ,50  
119 ,1         ,50  
120 ,1         ,50  
121 ,1         ,50  
122 ,1         ,50  
123 ,1         ,50  
124 ,1         ,50  
125 ,1         ,50  
126 ,1         ,50  
127 ,1         ,50  
128 ,1         ,50  
129 ,1         ,50  
130 ,1         ,50  
131 ,1         ,50  
132 ,1         ,50  
133 ,1         ,50  
134 ,1         ,50  
135 ,1         ,50  
136 ,1         ,50  
137 ,1         ,50  
138 ,1         ,50  
139 ,1         ,50  
140 ,1         ,50  
141 ,1         ,50  
142 ,1         ,50  
143 ,1         ,50  
144 ,1         ,50  
145 ,1         ,50  
146 ,1         ,50  
147 ,1         ,50  
148 ,1         ,50  
149 ,1         ,50  
150 ,1         ,50  
151 ,1         ,50  
152 ,1         ,50  
153 ,1         ,50  
154 ,1         ,50  
155 ,1         ,50  
156 ,1         ,50  
157 ,1         ,50  
158 ,1         ,50  
159 ,1         ,50  
160 ,1         ,50  
161 ,1         ,50  
162 ,1         ,50  
163 ,1         ,50  
164 ,1         ,50  
165 ,1         ,50  
166 ,1         ,50  
167 ,1         ,50  
168 ,1         ,50  
169 ,1         ,50  
170 ,1         ,50  
171 ,1         ,50  
172 ,1         ,50  
173 ,1         ,50  
174 ,1         ,50  
175 ,1         ,50  
176 ,1         ,50  
177 ,1         ,50  
178 ,1         ,50  
179 ,1         ,50  
180 ,1         ,50  
181 ,1         ,50  
182 ,1         ,50  
183 ,1         ,50  
184 ,1         ,50  
185 ,1         ,50  
186 ,1         ,50  
